date,team_1,team_2,winner,target,team_1_win_rate,team_2_win_rate,win_rate_difference,team_1_recent_win_rate,team_2_recent_win_rate,recent_form_difference,team_1_h2h_win_rate,team_2_h2h_win_rate,h2h_difference,team_1_won_toss,team_1_batted_first,toss_winner,toss_decision,venue,city,team_1_venue_win_rate,team_2_venue_win_rate,venue_win_rate_difference,team_1_city_win_rate,team_2_city_win_rate,city_win_rate_difference,team_1_toss_and_bat
2011-04-10,Pune Warriors,Kings XI Punjab,Pune Warriors,0,0.5,0.47619047619047616,0.023809523809523836,0.5,0.4,0.09999999999999998,0.5,0.5,0.0,0,0,Kings XI Punjab,bat,Dr DY Patil Sports Academy,Mumbai,0.5,0.5,0.0,0.5,0.3333333333333333,0.16666666666666669,0
2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,0,0.4,0.40425531914893614,-0.004255319148936121,0.4,0.4,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,Kolkata Knight Riders,bat,Eden Gardens,Kolkata,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429,0.0,0.6428571428571429,1
2011-04-12,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0,0.5813953488372093,0.5454545454545454,0.03594080338266392,0.4,0.2,0.2,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0,0,Delhi Daredevils,bat,Sawai Mansingh Stadium,Jaipur,0.8,0.0,0.8,0.8,0.0,0.8,0
2011-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,1,0.46808510638297873,0.5454545454545454,-0.07736943907156668,0.6,0.6,0.0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0,1,Mumbai Indians,field,M Chinnaswamy Stadium,Bangalore,0.35714285714285715,1.0,-0.6428571428571428,0.35714285714285715,1.0,-0.6428571428571428,0
2011-04-13,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0,0.46511627906976744,0.5869565217391305,-0.12184024266936305,0.4,0.8,-0.4,0.0,1.0,-1.0,1,0,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.5833333333333334,1.0,-0.41666666666666663,0.5833333333333334,1.0,-0.41666666666666663,0
2011-04-13,Pune Warriors,Kochi Tuskers Kerala,Pune Warriors,0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0,0,Kochi Tuskers Kerala,bat,Dr DY Patil Sports Academy,Mumbai,1.0,0.5,0.5,1.0,0.5,0.5,0
2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,0,0.3958333333333333,0.4583333333333333,-0.0625,0.2,0.4,-0.2,0.5,0.5,0.0,0,1,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.0,1.0,-1.0,0.0,1.0,-1.0,0
2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,1,0.5909090909090909,0.4146341463414634,0.17627494456762755,0.4,0.6,-0.19999999999999996,0.6,0.4,0.19999999999999996,0,1,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Jaipur,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,0.0,0.8181818181818182,0
2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,1,0.5555555555555556,0.0,0.5555555555555556,0.6,0.0,0.6,0.5,0.5,0.0,0,1,Kochi Tuskers Kerala,field,Wankhede Stadium,Mumbai,0.5,0.5,0.0,0.7058823529411765,0.0,0.7058823529411765,0
2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,1,0.40816326530612246,0.4772727272727273,-0.06910946196660483,0.2,0.4,-0.2,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,1,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.1111111111111111,1.0,-0.8888888888888888,0.1111111111111111,1.0,-0.8888888888888888,0
2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0,0.574468085106383,0.4489795918367347,0.12548849326964834,0.8,0.4,0.4,0.42857142857142855,0.5714285714285714,-0.14285714285714285,1,1,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.5714285714285714,0.5,0.0714285714285714,0.5714285714285714,0.5,0.0714285714285714,1
2011-04-17,Pune Warriors,Delhi Daredevils,Delhi Daredevils,1,1.0,0.5333333333333333,0.4666666666666667,1.0,0.2,0.8,0.5,0.5,0.0,0,1,Delhi Daredevils,field,Dr DY Patil Sports Academy,Mumbai,1.0,0.0,1.0,1.0,0.0,1.0,0
2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0,0.42857142857142855,0.5777777777777777,-0.14920634920634918,0.8,0.4,0.4,0.5,0.5,0.0,1,0,Kolkata Knight Riders,field,Eden Gardens,Kolkata,0.6666666666666666,0.5,0.16666666666666663,0.6666666666666666,0.5,0.16666666666666663,0
2011-04-18,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,0,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.3333333333333333,0.8,-0.46666666666666673,0.5,0.5,0.0,1,0,Kochi Tuskers Kerala,field,Nehru Stadium,Kochi,0.0,0.5,-0.5,0.0,0.5,-0.5,0
2011-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,1,0.5434782608695652,0.4,0.14347826086956517,0.4,0.2,0.2,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,0,Deccan Chargers,bat,Feroz Shah Kotla,Delhi,0.5,0.5,0.0,0.5,0.5,0.0,0
2011-04-20,Mumbai Indians,Pune Warriors,Mumbai Indians,0,0.5434782608695652,0.6666666666666666,-0.12318840579710144,0.6,0.6666666666666666,-0.06666666666666665,0.5,0.5,0.0,0,0,Pune Warriors,bat,Wankhede Stadium,Mumbai,0.4,0.5,-0.09999999999999998,0.6666666666666666,0.6666666666666666,0.0,0
2011-04-20,Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi Tuskers Kerala,1,0.4418604651162791,0.5,-0.05813953488372092,0.8,0.5,0.30000000000000004,0.5,0.5,0.0,1,0,Kolkata Knight Riders,field,Eden Gardens,Kolkata,0.6875,0.5,0.1875,0.6875,0.5,0.1875,0
2011-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0,0.4888888888888889,0.5652173913043478,-0.07632850241545891,0.4,0.4,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,1,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.6153846153846154,0.5,0.11538461538461542,0.6153846153846154,0.5,0.11538461538461542,0
2011-04-22,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0,0.5531914893617021,0.5714285714285714,-0.018237082066869248,0.6,0.6,0.0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0,1,Chennai Super Kings,field,Wankhede Stadium,Mumbai,0.5,0.5,0.0,0.6842105263157895,0.5,0.1842105263157895,0
2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0.4318181818181818,0.44,-0.008181818181818179,0.6,0.4,0.19999999999999996,0.5,0.5,0.0,0,1,Royal Challengers Bangalore,field,Eden Gardens,Kolkata,0.6470588235294118,0.0,0.6470588235294118,0.6470588235294118,0.0,0.6470588235294118,0
2011-04-23,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0,0.5319148936170213,0.5,0.03191489361702127,0.2,0.6,-0.39999999999999997,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,1,Kings XI Punjab,field,Feroz Shah Kotla,Delhi,0.4666666666666667,1.0,-0.5333333333333333,0.4666666666666667,1.0,-0.5333333333333333,0
2011-04-24,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,0,0.5531914893617021,0.6,-0.04680851063829783,0.4,0.6,-0.19999999999999996,0.5,0.5,0.0,1,0,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.75,0.5,0.25,0.75,0.5,0.25,0
2011-04-24,Deccan Chargers,Mumbai Indians,Mumbai Indians,1,0.4117647058823529,0.5625,-0.15073529411764708,0.4,0.8,-0.4,0.5,0.5,0.0,1,0,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.1,1.0,-0.9,0.1,1.0,-0.9,0
2011-04-25,Chennai Super Kings,Pune Warriors,Chennai Super Kings,0,0.56,0.5,0.06000000000000005,0.4,0.5,-0.09999999999999998,0.5,0.5,0.0,0,1,Pune Warriors,field,"MA Chidambaram Stadium, Chepauk",Chennai,0.6,0.5,0.09999999999999998,0.6,0.5,0.09999999999999998,0
2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0.5416666666666666,0.45098039215686275,0.09068627450980388,0.4,0.4,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666667,0,1,Royal Challengers Bangalore,field,Feroz Shah Kotla,Delhi,0.5,0.0,0.5,0.5,0.0,0.5,0
2011-04-27,Pune Warriors,Chennai Super Kings,Chennai Super Kings,1,0.4,0.5686274509803921,-0.1686274509803921,0.4,0.4,0.0,0.0,1.0,-1.0,1,1,Pune Warriors,bat,Dr DY Patil Sports Academy,Mumbai,0.6666666666666666,0.6666666666666666,0.0,0.5,0.42857142857142855,0.07142857142857145,1
2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,Deccan Chargers,1,0.5,0.40384615384615385,0.09615384615384615,0.6,0.4,0.19999999999999996,0.5,0.5,0.0,1,0,Kochi Tuskers Kerala,field,Nehru Stadium,Kochi,0.5,0.5,0.0,0.5,0.5,0.0,0
2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,1,0.5306122448979592,0.4222222222222222,0.108390022675737,0.4,0.6,-0.19999999999999996,0.6,0.4,0.19999999999999996,1,0,Delhi Daredevils,field,Feroz Shah Kotla,Delhi,0.47058823529411764,0.0,0.47058823529411764,0.47058823529411764,0.0,0.47058823529411764,0
2011-04-29,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0,0.5625,0.5714285714285714,-0.008928571428571397,0.4,0.8,-0.4,0.4,0.6,-0.19999999999999996,1,0,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.7692307692307693,0.5,0.2692307692307693,0.7692307692307693,0.5,0.2692307692307693,0
2011-04-29,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,0,0.46153846153846156,0.3333333333333333,0.12820512820512825,0.4,0.2,0.2,0.5,0.5,0.0,0,1,Pune Warriors,field,M Chinnaswamy Stadium,Bangalore,0.3333333333333333,0.5,-0.16666666666666669,0.3333333333333333,0.5,-0.16666666666666669,0
2011-04-30,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,1,0.42857142857142855,0.52,-0.09142857142857147,0.6,0.4,0.19999999999999996,0.5,0.5,0.0,0,0,Delhi Daredevils,bat,Nehru Stadium,Kochi,0.3333333333333333,0.5,-0.16666666666666669,0.3333333333333333,0.5,-0.16666666666666669,0
2011-04-30,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0,0.43478260869565216,0.48936170212765956,-0.0545790934320074,0.6,0.6,0.0,0.5,0.5,0.0,1,0,Kolkata Knight Riders,field,Eden Gardens,Kolkata,0.6111111111111112,0.5,0.11111111111111116,0.6111111111111112,0.5,0.11111111111111116,0
2011-05-01,Rajasthan Royals,Pune Warriors,Rajasthan Royals,0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.4,0.0,0.4,0.5,0.5,0.0,1,0,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.7857142857142857,0.5,0.2857142857142857,0.7857142857142857,0.5,0.2857142857142857,0
2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,0,0.5769230769230769,0.41509433962264153,0.16182873730043534,0.6,0.6,0.0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,1,1,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.625,1.0,-0.375,0.625,1.0,-0.375,1
2011-05-02,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0,0.56,0.4791666666666667,0.08083333333333337,0.6,0.6,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,1,Kings XI Punjab,field,Wankhede Stadium,Mumbai,0.5714285714285714,0.5,0.0714285714285714,0.7,0.25,0.44999999999999996,0
2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,1,0.5294117647058824,0.375,0.15441176470588236,0.4,0.4,0.0,1.0,0.0,1.0,0,1,Kochi Tuskers Kerala,field,Feroz Shah Kotla,Delhi,0.4444444444444444,0.5,-0.05555555555555558,0.4444444444444444,0.5,-0.05555555555555558,0
2011-05-03,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,1,0.4074074074074074,0.44680851063829785,-0.039401103230890466,0.4,0.6,-0.19999999999999996,0.2857142857142857,0.7142857142857143,-0.4285714285714286,1,0,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.09090909090909091,1.0,-0.9090909090909091,0.09090909090909091,1.0,-0.9090909090909091,0
2011-05-04,Pune Warriors,Mumbai Indians,Mumbai Indians,1,0.25,0.5686274509803921,-0.31862745098039214,0.0,0.8,-0.8,0.0,1.0,-1.0,1,0,Pune Warriors,field,Dr DY Patil Sports Academy,Mumbai,0.5,0.6666666666666666,-0.16666666666666663,0.4,0.7142857142857143,-0.3142857142857143,0
2011-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0,0.5849056603773585,0.58,0.004905660377358512,0.6,0.6,0.0,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0,0,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.6470588235294118,0.5,0.1470588235294118,0.6470588235294118,0.5,0.1470588235294118,0
2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,0,0.4444444444444444,0.4583333333333333,-0.013888888888888895,0.4,0.6,-0.19999999999999996,1.0,0.0,1.0,0,1,Kolkata Knight Riders,field,Nehru Stadium,Kochi,0.25,0.5,-0.25,0.25,0.5,-0.25,0
2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,1,0.4,0.5192307692307693,-0.11923076923076925,0.4,0.4,0.0,0.5,0.5,0.0,0,1,Delhi Daredevils,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.08333333333333333,1.0,-0.9166666666666666,0.08333333333333333,1.0,-0.9166666666666666,0
2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0,0.4716981132075472,0.46938775510204084,0.0023103581055063382,0.6,0.4,0.19999999999999996,0.5,0.5,0.0,0,1,Kings XI Punjab,field,M Chinnaswamy Stadium,Bangalore,0.375,0.5,-0.125,0.375,0.5,-0.125,0
2011-05-07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,0,0.4489795918367347,0.5925925925925926,-0.14361300075585787,0.6,0.8,-0.20000000000000007,0.16666666666666666,0.8333333333333334,-0.6666666666666667,0,0,Chennai Super Kings,bat,Eden Gardens,Kolkata,0.631578947368421,1.0,-0.368421052631579,0.631578947368421,1.0,-0.368421052631579,0
2011-05-07,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0,0.5769230769230769,0.5283018867924528,0.04862119013062405,0.8,0.4,0.4,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,Delhi Daredevils,field,Wankhede Stadium,Mumbai,0.625,0.0,0.625,0.7272727272727273,0.25,0.4772727272727273,0
2011-05-08,Royal Challengers Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,0,0.48148148148148145,0.5,-0.018518518518518545,0.8,0.4,0.4,1.0,0.0,1.0,0,0,Kochi Tuskers Kerala,bat,M Chinnaswamy Stadium,Bangalore,0.4117647058823529,0.5,-0.08823529411764708,0.4117647058823529,0.5,-0.08823529411764708,0
2011-05-08,Kings XI Punjab,Pune Warriors,Pune Warriors,1,0.46,0.2222222222222222,0.2377777777777778,0.2,0.0,0.2,0.0,1.0,-1.0,1,1,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.6428571428571429,0.5,0.1428571428571429,0.6428571428571429,0.5,0.1428571428571429,1
2011-05-09,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,1,0.5686274509803921,0.5818181818181818,-0.013190730837789655,0.6,0.8,-0.20000000000000007,0.5,0.5,0.0,1,0,Rajasthan Royals,field,Sawai Mansingh Stadium,Jaipur,0.8,0.0,0.8,0.8,0.0,0.8,0
2011-05-10,Deccan Chargers,Pune Warriors,Pune Warriors,1,0.39285714285714285,0.3,0.09285714285714286,0.2,0.2,0.0,0.5,0.5,0.0,1,1,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,0.07692307692307693,0.5,-0.4230769230769231,0.07692307692307693,0.5,-0.4230769230769231,1
2011-05-10,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0,0.45098039215686275,0.5849056603773585,-0.13392526822049572,0.0,0.8,-0.8,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,0.6,0.0,0.6,0.6,0.0,0.6,0
2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0.5576923076923077,0.4909090909090909,0.0667832167832168,0.6,1.0,-0.4,0.5,0.5,0.0,0,1,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,Jaipur,0.75,0.5,0.25,0.75,0.5,0.25,0
2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,0,0.5892857142857143,0.5185185185185185,0.07076719576719581,0.8,0.4,0.4,0.5,0.5,0.0,1,1,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.6666666666666666,1.0,-0.33333333333333337,0.6666666666666666,1.0,-0.33333333333333337,1
2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,1,0.45454545454545453,0.46153846153846156,-0.006993006993007034,0.4,0.2,0.2,0.5,0.5,0.0,0,1,Kings XI Punjab,field,Holkar Cricket Stadium,Indore,0.5,0.5,0.0,0.5,0.5,0.0,0
2011-05-14,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,0.5,0.46,0.03999999999999998,1.0,0.8,0.19999999999999996,0.5714285714285714,0.42857142857142855,0.14285714285714285,1,0,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,0.4444444444444444,0.5,-0.05555555555555558,0.4444444444444444,0.5,-0.05555555555555558,0
2011-05-14,Mumbai Indians,Deccan Chargers,Deccan Chargers,1,0.5740740740740741,0.38596491228070173,0.18810916179337234,0.6,0.2,0.39999999999999997,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,0,Deccan Chargers,bat,Wankhede Stadium,Mumbai,0.6666666666666666,0.5,0.16666666666666663,0.7391304347826086,0.16666666666666666,0.572463768115942,0
2011-05-15,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0,0.4716981132075472,0.509090909090909,-0.03739279588336186,0.4,0.4,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,Delhi Daredevils,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,0.0,0.5,-0.5,0.0,0.5,-0.5,0
2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,0,0.4166666666666667,0.5471698113207547,-0.13050314465408802,0.4,0.4,0.0,0.0,1.0,-1.0,1,0,Kochi Tuskers Kerala,field,Holkar Cricket Stadium,Indore,0.0,0.5,-0.5,0.0,0.5,-0.5,0
2011-05-16,Pune Warriors,Deccan Chargers,Deccan Chargers,1,0.36363636363636365,0.39655172413793105,-0.0329153605015674,0.4,0.2,0.2,1.0,0.0,1.0,0,1,Deccan Chargers,field,Dr DY Patil Sports Academy,Mumbai,0.4,0.2,0.2,0.3333333333333333,0.2857142857142857,0.047619047619047616,0
2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0,0.48148148148148145,0.5087719298245614,-0.027290448343079976,0.6,1.0,-0.4,0.42857142857142855,0.5714285714285714,-0.14285714285714285,1,1,Kings XI Punjab,bat,Himachal Pradesh Cricket Association Stadium,Dharamsala,0.3333333333333333,0.5,-0.16666666666666669,0.3333333333333333,0.5,-0.16666666666666669,1
2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,0,0.5964912280701754,0.46153846153846156,0.13495276653171384,0.8,0.6,0.20000000000000007,0.0,1.0,-1.0,1,1,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.6842105263157895,0.5,0.1842105263157895,0.6842105263157895,0.5,0.1842105263157895,1
2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,1,0.3333333333333333,0.45098039215686275,-0.11764705882352944,0.4,0.6,-0.19999999999999996,0.5,0.5,0.0,0,1,Kolkata Knight Riders,field,Dr DY Patil Sports Academy,Mumbai,0.3333333333333333,1.0,-0.6666666666666667,0.2857142857142857,0.3333333333333333,-0.047619047619047616,0
2011-05-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,1,0.5636363636363636,0.5370370370370371,0.02659932659932651,0.6,0.2,0.39999999999999997,0.5,0.5,0.0,1,1,Mumbai Indians,bat,Wankhede Stadium,Mumbai,0.6,1.0,-0.4,0.7083333333333334,0.5,0.20833333333333337,1
2011-05-21,Kings XI Punjab,Deccan Chargers,Deccan Chargers,1,0.4909090909090909,0.4067796610169492,0.08412942989214173,0.8,0.4,0.4,0.7142857142857143,0.2857142857142857,0.4285714285714286,1,0,Kings XI Punjab,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,0.5,1.0,-0.5,0.5,1.0,-0.5,0
2011-05-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0,0.5,0.603448275862069,-0.10344827586206895,0.8,0.8,0.0,0.5,0.5,0.0,1,0,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,0.47368421052631576,0.5,-0.026315789473684237,0.47368421052631576,0.5,-0.026315789473684237,0
2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,1,0.46153846153846156,0.5535714285714286,-0.09203296703296704,0.6,0.4,0.19999999999999996,0.16666666666666666,0.8333333333333334,-0.6666666666666667,0,1,Mumbai Indians,field,Eden Gardens,Kolkata,0.65,0.5,0.15000000000000002,0.65,0.5,0.15000000000000002,0
2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,1,0.5084745762711864,0.5932203389830508,-0.0847457627118644,0.8,0.6,0.20000000000000007,0.5555555555555556,0.4444444444444444,0.11111111111111116,0,1,Chennai Super Kings,field,Wankhede Stadium,Mumbai,1.0,0.3333333333333333,0.6666666666666667,0.75,0.5,0.25,0
2011-05-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0,0.5614035087719298,0.4528301886792453,0.1085733200926845,0.4,0.4,0.0,0.8571428571428571,0.14285714285714285,0.7142857142857142,1,0,Mumbai Indians,field,Wankhede Stadium,Mumbai,0.5454545454545454,0.0,0.5454545454545454,0.68,0.5,0.18000000000000005,0
2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0,0.5,0.5689655172413793,-0.06896551724137934,0.6,0.4,0.19999999999999996,0.375,0.625,-0.25,0,1,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0
2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0,0.6,0.5081967213114754,0.09180327868852456,0.8,0.6,0.20000000000000007,0.5,0.5,0.0,1,1,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai,0.7,0.5,0.19999999999999996,0.7,0.5,0.19999999999999996,1
2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,1,0.6065573770491803,0.559322033898305,0.0472353431508753,0.8,0.4,0.4,0.5,0.5,0.0,0,1,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0
2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,1,0.4444444444444444,0.5,-0.05555555555555558,0.4,0.2,0.2,0.5,0.5,0.0,0,1,Delhi Daredevils,field,Eden Gardens,Kolkata,0.6190476190476191,0.0,0.6190476190476191,0.6190476190476191,0.0,0.6190476190476191,0
2012-04-06,Mumbai Indians,Pune Warriors,Pune Warriors,1,0.5666666666666667,0.3076923076923077,0.25897435897435894,0.6,0.4,0.19999999999999996,1.0,0.0,1.0,1,0,Mumbai Indians,field,Wankhede Stadium,Mumbai,0.5833333333333334,0.0,0.5833333333333334,0.6923076923076923,0.25,0.4423076923076923,0
2012-04-06,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0,0.5454545454545454,0.48214285714285715,0.06331168831168826,0.2,0.8,-0.6000000000000001,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,Kings XI Punjab,field,Sawai Mansingh Stadium,Jaipur,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.0,0.7058823529411765,0
2012-04-07,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,1,0.4166666666666667,0.5967741935483871,-0.18010752688172044,0.6,0.6,0.0,0.5,0.5,0.0,1,0,Deccan Chargers,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,0.5,0.5,0.0,0.5,0.5,0.0,0
2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,0,0.5,0.5087719298245614,-0.00877192982456143,0.4,0.4,0.0,0.2857142857142857,0.7142857142857143,-0.4285714285714286,0,1,Delhi Daredevils,field,M Chinnaswamy Stadium,Bangalore,0.5,1.0,-0.5,0.5,1.0,-0.5,0
2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,0,0.35714285714285715,0.47368421052631576,-0.11654135338345861,0.6,0.6,0.0,1.0,0.0,1.0,1,1,Pune Warriors,bat,Subrata Roy Sahara Stadium,Pune,0.5,0.5,0.0,0.5,0.5,0.0,1
2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0,0.5535714285714286,0.43636363636363634,0.11720779220779226,0.4,0.2,0.2,0.42857142857142855,0.5714285714285714,-0.14285714285714285,0,1,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Jaipur,0.7222222222222222,0.5,0.2222222222222222,0.7222222222222222,0.5,0.2222222222222222,0
2012-04-09,Deccan Chargers,Mumbai Indians,Mumbai Indians,1,0.4098360655737705,0.5573770491803278,-0.14754098360655732,0.6,0.6,0.0,0.5,0.5,0.0,1,1,Deccan Chargers,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,0.0,0.5,-0.5,0.0,0.5,-0.5,1
2012-04-10,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,0,0.5,0.6031746031746031,-0.10317460317460314,0.2,0.6,-0.39999999999999997,0.42857142857142855,0.5714285714285714,-0.14285714285714285,1,0,Delhi Daredevils,field,Feroz Shah Kotla,Delhi,0.42105263157894735,1.0,-0.5789473684210527,0.42105263157894735,1.0,-0.5789473684210527,0
